datetime,open,close,volume
2019-09-17 03:30:00,136.56,136.46001,399150
2019-09-17 03:45:00,136.47,136.21001,368134
2019-09-17 04:00:00,136.19,136.42999,338654
2019-09-17 04:15:00,136.41499,136.485,200781
2019-09-17 04:30:00,136.4881,136.19,364281
2019-09-17 04:45:00,136.22,136.23599,261223
2019-09-17 05:00:00,136.23,136.30499,150159
2019-09-17 05:15:00,136.31,136.35001,149968
2019-09-17 05:30:00,136.35001,136.39,194724
2019-09-17 05:45:00,136.38,136.5676,322852
2019-09-17 06:00:00,136.57001,136.42999,275426
2019-09-17 06:15:00,136.42999,136.62,346801
2019-09-17 06:30:00,136.61501,136.48,396799
2019-09-17 06:45:00,136.49001,136.45,254193
2019-09-17 07:00:00,136.45,136.505,340046
2019-09-17 07:15:00,136.5,136.3,340825
2019-09-17 07:30:00,136.28999,136.30008999999998,544970
2019-09-17 07:45:00,136.3,136.39999,1320837
2019-09-17 09:30:00,136.93201000000002,137.09,1680773
2019-09-17 09:45:00,137.125,137.17,728174
2019-09-17 10:00:00,137.19,137.12,422752
2019-09-17 10:15:00,137.11,136.92999,769753
2019-09-17 10:30:00,136.92999,136.78,628716
2019-09-17 10:45:00,136.78999,136.47,898334
2019-09-17 11:00:00,136.465,136.8421,595921
2019-09-17 11:15:00,136.83,136.86,576102
2019-09-17 11:30:00,136.87,136.87,322641
2019-09-17 11:45:00,136.86501,136.87,283066
2019-09-17 12:00:00,136.87,136.84,237959
2019-09-17 12:15:00,136.8499,136.91721,250666
2019-09-17 12:30:00,136.91,136.95,244579
2019-09-17 12:45:00,136.95,136.9386,191950
2019-09-17 13:00:00,136.9399,136.866,230713
2019-09-17 13:15:00,136.86,136.8201,370037
2019-09-17 13:30:00,136.8213,136.91499,222487
2019-09-17 13:45:00,136.91499,136.8952,561290
2019-09-17 14:00:00,136.89999,136.895,530353
2019-09-17 14:15:00,136.89999,136.92,273628
2019-09-17 14:30:00,136.92,136.89999,336905
2019-09-17 14:45:00,136.91,136.89999,347616
2019-09-17 15:00:00,136.89999,136.96271000000002,360614
2019-09-17 15:15:00,136.96989,137.06,487748
2019-09-17 15:30:00,137.05,137.435,753533
2019-09-17 15:45:00,137.435,137.39,1279531
2019-09-17 17:30:00,136.93201000000002,137.09,1680773
2019-09-17 17:45:00,137.125,137.17,728174
2019-09-17 18:00:00,137.19,137.12,422752
2019-09-17 18:15:00,137.11,136.92999,769753
2019-09-17 18:30:00,136.92999,136.78,628716
2019-09-17 18:45:00,136.78999,136.47,898334
2019-09-17 19:00:00,136.465,136.8421,595921
2019-09-17 19:15:00,136.83,136.86,576102
2019-09-17 19:30:00,136.87,136.87,322641
2019-09-17 19:45:00,136.86501,136.87,283066
2019-09-17 20:00:00,136.87,136.84,237959
2019-09-17 20:15:00,136.8499,136.91721,250666
2019-09-17 20:30:00,136.91,136.95,244579
2019-09-17 20:45:00,136.95,136.9386,191950
2019-09-17 21:00:00,136.9399,136.866,230713
2019-09-17 21:15:00,136.86,136.8201,370037
2019-09-17 21:30:00,136.8213,136.91499,222487
2019-09-17 21:45:00,136.91499,136.8952,561290
2019-09-17 22:00:00,136.89999,136.895,530353
2019-09-17 22:15:00,136.89999,136.92,273628
2019-09-17 22:30:00,136.92,136.89999,336905
2019-09-17 22:45:00,136.91,136.89999,347616
2019-09-17 23:00:00,136.89999,136.96271000000002,360614
2019-09-17 23:15:00,136.96989,137.06,487748
2019-09-17 23:30:00,137.05,137.435,753533
2019-09-17 23:45:00,137.435,137.39,1279531
2019-09-18 01:30:00,136.93201000000002,137.09,1680773
2019-09-18 01:45:00,137.125,137.17,728174
2019-09-18 02:00:00,137.19,137.12,422752
2019-09-18 02:15:00,137.11,136.92999,769753
2019-09-18 02:30:00,136.92999,136.78,628716
2019-09-18 02:45:00,136.78999,136.47,898334
2019-09-18 03:00:00,136.465,136.8421,595921
2019-09-18 03:15:00,136.83,136.86,576102
2019-09-18 03:30:00,136.87,136.87,322641
2019-09-18 03:45:00,136.86501,136.87,283066
2019-09-18 04:00:00,136.87,136.84,237959
2019-09-18 04:15:00,136.8499,136.91721,250666
2019-09-18 04:30:00,136.91,136.95,244579
2019-09-18 04:45:00,136.95,136.9386,191950
2019-09-18 05:00:00,136.9399,136.866,230713
2019-09-18 05:15:00,136.86,136.8201,370037
2019-09-18 05:30:00,136.8213,136.91499,222487
2019-09-18 05:45:00,136.91499,136.8952,561290
2019-09-18 06:00:00,136.89999,136.895,530353
2019-09-18 06:15:00,136.89999,136.92,273628
2019-09-18 06:30:00,136.92,136.89999,336905
2019-09-18 06:45:00,136.91,136.89999,347616
2019-09-18 07:00:00,136.89999,136.96271000000002,360614
2019-09-18 07:15:00,136.96989,137.06,487748
2019-09-18 07:30:00,137.05,137.435,753533
2019-09-18 07:45:00,137.435,137.39,1279531
2019-09-18 09:30:00,137.19,136.78999,1323672
2019-09-18 09:45:00,136.795,137.30389,730443
2019-09-18 10:00:00,137.3,137.37,598701
2019-09-18 10:15:00,137.3631,137.48,528626
2019-09-18 10:30:00,137.49001,137.4341,477855
2019-09-18 10:45:00,137.44,137.80499,514424
2019-09-18 11:00:00,137.8,137.78999,482483
2019-09-18 11:15:00,137.78999,137.855,391352
2019-09-18 11:30:00,137.86,137.89,336761
2019-09-18 11:45:00,137.88499,137.909,427987
2019-09-18 12:00:00,137.75,137.985,613177
2019-09-18 12:15:00,137.995,138.03999,392170
2019-09-18 12:30:00,138.05,137.92,425759
2019-09-18 12:45:00,137.91499,137.73,376072
2019-09-18 13:00:00,137.74001,137.52,295927
2019-09-18 13:15:00,137.50999,137.45,325296
2019-09-18 13:30:00,137.45,137.69478999999998,432224
2019-09-18 13:45:00,137.69501,137.76559,705245
2019-09-18 14:00:00,137.78,137.25,1658032
2019-09-18 14:15:00,137.24001,136.94,1506914
2019-09-18 14:30:00,136.9301,137.06,950391
2019-09-18 14:45:00,137.06,137.13,887629
2019-09-18 15:00:00,137.12,137.37108999999998,687126
2019-09-18 15:15:00,137.38,137.67,761391
2019-09-18 15:30:00,137.67999,138.59,1416323
2019-09-18 15:45:00,138.59,138.53,1727023
2019-09-18 17:30:00,137.19,136.78999,1323672
2019-09-18 17:45:00,136.795,137.30389,730443
2019-09-18 18:00:00,137.3,137.37,598701
2019-09-18 18:15:00,137.3631,137.48,528626
2019-09-18 18:30:00,137.49001,137.4341,477855
2019-09-18 18:45:00,137.44,137.80499,514424
2019-09-18 19:00:00,137.8,137.78999,482483
2019-09-18 19:15:00,137.78999,137.855,391352
2019-09-18 19:30:00,137.86,137.89,336761
2019-09-18 19:45:00,137.88499,137.909,427987
2019-09-18 20:00:00,137.75,137.985,613177
2019-09-18 20:15:00,137.995,138.03999,392170
2019-09-18 20:30:00,138.05,137.92,425759
2019-09-18 20:45:00,137.91499,137.73,376072
2019-09-18 21:00:00,137.74001,137.52,295927
2019-09-18 21:15:00,137.50999,137.45,325296
2019-09-18 21:30:00,137.45,137.69478999999998,432224
2019-09-18 21:45:00,137.69501,137.76559,705245
2019-09-18 22:00:00,137.78,137.25,1658032
2019-09-18 22:15:00,137.24001,136.94,1506914
2019-09-18 22:30:00,136.9301,137.06,950391
2019-09-18 22:45:00,137.06,137.13,887629
2019-09-18 23:00:00,137.12,137.37108999999998,687126
2019-09-18 23:15:00,137.38,137.67,761391
2019-09-18 23:30:00,137.67999,138.59,1416323
2019-09-18 23:45:00,138.59,138.53,1727023
2019-09-19 01:30:00,137.19,136.78999,1323672
2019-09-19 01:45:00,136.795,137.30389,730443
2019-09-19 02:00:00,137.3,137.37,598701
2019-09-19 02:15:00,137.3631,137.48,528626
2019-09-19 02:30:00,137.49001,137.4341,477855
2019-09-19 02:45:00,137.44,137.80499,514424
2019-09-19 03:00:00,137.8,137.78999,482483
2019-09-19 03:15:00,137.78999,137.855,391352
2019-09-19 03:30:00,137.86,137.89,336761
2019-09-19 03:45:00,137.88499,137.909,427987
2019-09-19 04:00:00,137.75,137.985,613177
2019-09-19 04:15:00,137.995,138.03999,392170
2019-09-19 04:30:00,138.05,137.92,425759
2019-09-19 04:45:00,137.91499,137.73,376072
2019-09-19 05:00:00,137.74001,137.52,295927
2019-09-19 05:15:00,137.50999,137.45,325296
2019-09-19 05:30:00,137.45,137.69478999999998,432224
2019-09-19 05:45:00,137.69501,137.76559,705245
2019-09-19 06:00:00,137.78,137.25,1658032
2019-09-19 06:15:00,137.24001,136.94,1506914
2019-09-19 06:30:00,136.9301,137.06,950391
2019-09-19 06:45:00,137.06,137.13,887629
2019-09-19 07:00:00,137.12,137.37108999999998,687126
2019-09-19 07:15:00,137.38,137.67,761391
2019-09-19 07:30:00,137.67999,138.59,1416323
2019-09-19 07:45:00,138.59,138.53,1727023
2019-09-19 09:30:00,140.46001,141.36,6184233
2019-09-19 09:45:00,141.3732,141.69,2618974
2019-09-19 10:00:00,141.685,141.745,2936297
2019-09-19 10:15:00,141.7426,141.97501,1186426
2019-09-19 10:30:00,141.98,141.77,1460879
2019-09-19 10:45:00,141.78,141.75999,846486
2019-09-19 11:00:00,141.75999,141.49001,889739
2019-09-19 11:15:00,141.49181000000002,141.27,954390
2019-09-19 11:30:00,141.25999,141.3624,1503872
2019-09-19 11:45:00,141.37,141.295,735433
2019-09-19 12:00:00,141.28999,141.355,510471
2019-09-19 12:15:00,141.36,140.7775,1073617
2019-09-19 12:30:00,140.78,140.89999,668439
2019-09-19 12:45:00,140.895,140.6662,475511
2019-09-19 13:00:00,140.66,140.34,1144486
2019-09-19 13:15:00,140.33,140.811,809449
2019-09-19 13:30:00,140.82001,140.64,807678
2019-09-19 13:45:00,140.63,140.94679,554781
2019-09-19 14:00:00,140.94501,141.045,557067
2019-09-19 14:15:00,141.03999,141.17999,510311
2019-09-19 14:30:00,141.175,141.03,503443
2019-09-19 14:45:00,141.0264,141.08,425228
2019-09-19 15:00:00,141.08,140.84,669353
2019-09-19 15:15:00,140.84,140.95,852646
2019-09-19 15:30:00,140.96001,140.96001,1090938
2019-09-19 15:45:00,140.95731,141.08,2421692
2019-09-19 17:30:00,140.46001,141.36,6184233
2019-09-19 17:45:00,141.3732,141.69,2618974
2019-09-19 18:00:00,141.685,141.745,2936297
2019-09-19 18:15:00,141.7426,141.97501,1186426
2019-09-19 18:30:00,141.98,141.77,1460879
2019-09-19 18:45:00,141.78,141.75999,846486
2019-09-19 19:00:00,141.75999,141.49001,889739
2019-09-19 19:15:00,141.49181000000002,141.27,954390
2019-09-19 19:30:00,141.25999,141.3624,1503872
2019-09-19 19:45:00,141.37,141.295,735433
2019-09-19 20:00:00,141.28999,141.355,510471
2019-09-19 20:15:00,141.36,140.7775,1073617
2019-09-19 20:30:00,140.78,140.89999,668439
2019-09-19 20:45:00,140.895,140.6662,475511
2019-09-19 21:00:00,140.66,140.34,1144486
2019-09-19 21:15:00,140.33,140.811,809449
2019-09-19 21:30:00,140.82001,140.64,807678
2019-09-19 21:45:00,140.63,140.94679,554781
2019-09-19 22:00:00,140.94501,141.045,557067
2019-09-19 22:15:00,141.03999,141.17999,510311
2019-09-19 22:30:00,141.175,141.03,503443
2019-09-19 22:45:00,141.0264,141.08,425228
2019-09-19 23:00:00,141.08,140.84,669353
2019-09-19 23:15:00,140.84,140.95,852646
2019-09-19 23:30:00,140.96001,140.96001,1090938
2019-09-19 23:45:00,140.95731,141.08,2421692
2019-09-20 01:30:00,140.46001,141.36,6184233
2019-09-20 01:45:00,141.3732,141.69,2618974
2019-09-20 02:00:00,141.685,141.745,2936297
2019-09-20 02:15:00,141.7426,141.97501,1186426
2019-09-20 02:30:00,141.98,141.77,1460879
2019-09-20 02:45:00,141.78,141.75999,846486
2019-09-20 03:00:00,141.75999,141.49001,889739
2019-09-20 03:15:00,141.49181000000002,141.27,954390
2019-09-20 03:30:00,141.25999,141.3624,1503872
2019-09-20 03:45:00,141.37,141.295,735433
2019-09-20 04:00:00,141.28999,141.355,510471
2019-09-20 04:15:00,141.36,140.7775,1073617
2019-09-20 04:30:00,140.78,140.89999,668439
2019-09-20 04:45:00,140.895,140.6662,475511
2019-09-20 05:00:00,140.66,140.34,1144486
2019-09-20 05:15:00,140.33,140.811,809449
2019-09-20 05:30:00,140.82001,140.64,807678
2019-09-20 05:45:00,140.63,140.94679,554781
2019-09-20 06:00:00,140.94501,141.045,557067
2019-09-20 06:15:00,141.03999,141.17999,510311
2019-09-20 06:30:00,141.175,141.03,503443
2019-09-20 06:45:00,141.0264,141.08,425228
2019-09-20 07:00:00,141.08,140.84,669353
2019-09-20 07:15:00,140.84,140.95,852646
2019-09-20 07:30:00,140.96001,140.96001,1090938
2019-09-20 07:45:00,140.95731,141.08,2421692
2019-09-20 09:30:00,141.00999,141.09891000000002,11968495
2019-09-20 09:45:00,141.10001,140.97,923082
2019-09-20 10:00:00,140.97,140.98,856714
2019-09-20 10:15:00,140.98,140.965,705784
2019-09-20 10:30:00,140.97,140.67,741046
2019-09-20 10:45:00,140.67,140.53,822444
2019-09-20 11:00:00,140.5233,140.5,838458
2019-09-20 11:15:00,140.495,140.33,573417
2019-09-20 11:30:00,140.32001,139.67999,1061475
2019-09-20 11:45:00,139.67999,140.08501,690024
2019-09-20 12:00:00,140.07001,139.9523,432906
2019-09-20 12:15:00,139.9557,139.7932,524959
2019-09-20 12:30:00,139.8,139.38,849242
2019-09-20 12:45:00,139.39,139.45531,461155
2019-09-20 13:00:00,139.46001,138.61,1067210
2019-09-20 13:15:00,138.61,138.97,1501318
2019-09-20 13:30:00,139.0,138.67999,703915
2019-09-20 13:45:00,138.67999,138.94,618988
2019-09-20 14:00:00,138.96001,138.91,893170
2019-09-20 14:15:00,138.89999,139.27521000000002,489360
2019-09-20 14:30:00,139.28,139.30499,424966
2019-09-20 14:45:00,139.30569,139.255,362812
2019-09-20 15:00:00,139.255,139.37,412790
2019-09-20 15:15:00,139.36,139.33,475929
2019-09-20 15:30:00,139.3391,139.32001,754137
2019-09-20 15:45:00,139.315,139.25999,2793722
2019-09-20 17:30:00,141.00999,141.09891000000002,11968495
2019-09-20 17:45:00,141.10001,140.97,923082
2019-09-20 18:00:00,140.97,140.98,856714
2019-09-20 18:15:00,140.98,140.965,705784
2019-09-20 18:30:00,140.97,140.67,741046
2019-09-20 18:45:00,140.67,140.53,822444
2019-09-20 19:00:00,140.5233,140.5,838458
2019-09-21 01:30:00,141.00999,141.09891000000002,11968495
2019-09-21 01:45:00,141.10001,140.97,923082
2019-09-21 02:00:00,140.97,140.98,856714
2019-09-21 02:15:00,140.98,140.965,705784
2019-09-21 02:30:00,140.97,140.67,741046
2019-09-21 02:45:00,140.67,140.53,822444
2019-09-21 03:00:00,140.5233,140.5,838458
2019-09-21 03:15:00,140.495,140.33,573417
2019-09-21 03:30:00,140.32001,139.67999,1061475
2019-09-21 03:45:00,139.67999,140.08501,690024
2019-09-21 04:00:00,140.07001,139.9523,432906
2019-09-21 04:15:00,139.9557,139.7932,524959
2019-09-21 04:30:00,139.8,139.38,849242
2019-09-21 04:45:00,139.39,139.45531,461155
2019-09-21 05:00:00,139.46001,138.61,1067210
2019-09-21 05:15:00,138.61,138.97,1501318
2019-09-21 05:30:00,139.0,138.67999,703915
2019-09-21 05:45:00,138.67999,138.94,618988
2019-09-21 06:00:00,138.96001,138.91,893170
2019-09-21 06:15:00,138.89999,139.27521000000002,489360
2019-09-21 06:30:00,139.28,139.30499,424966
2019-09-21 06:45:00,139.30569,139.255,362812
2019-09-21 07:00:00,139.255,139.37,87618
2019-09-21 07:15:00,139.36,139.33,33122
2019-09-21 07:30:00,139.3391,139.32001,42737
2019-09-21 07:45:00,139.315,139.25999,149790
2019-09-24 01:30:00,139.13,138.74001,1394179
2019-09-24 01:45:00,138.74001,138.77,764694
2019-09-24 02:00:00,138.8,138.72,588692
2019-09-24 02:15:00,138.72501,139.295,573066
2019-09-24 02:30:00,139.32001,139.10001,521766
2019-09-24 02:45:00,139.10001,139.0,1476831
2019-09-24 03:00:00,139.00999,139.075,441112
2019-09-24 03:15:00,139.08,139.38499,409871
2019-09-24 03:30:00,139.38,139.53999,602025
2019-09-24 03:45:00,139.5482,139.37,347093
2019-09-24 04:00:00,139.39,139.61,423886
2019-09-24 04:15:00,139.60001,139.4023,456686
2019-09-24 04:30:00,139.40559,139.44,290206
2019-09-24 04:45:00,139.44,139.22,289740
2019-09-24 05:00:00,139.21001,139.3401,284400
2019-09-24 05:15:00,139.3463,139.41,249205
2019-09-24 05:30:00,139.41,139.4814,261393
2019-09-24 05:45:00,139.49001,139.32401000000002,384744
2019-09-24 06:00:00,139.33,139.175,321139
2019-09-24 06:15:00,139.17,139.1377,256862
2019-09-24 06:30:00,139.14,139.25999,276185
2019-09-24 06:45:00,139.25999,139.355,263885
2019-09-24 07:00:00,139.35001,139.49001,382473
2019-09-24 07:15:00,139.485,139.42,352021
2019-09-24 07:30:00,139.4118,139.38499,337355
2019-09-24 07:45:00,139.38499,139.08501,1068269
2019-09-25 01:30:00,140.37,140.34,2271724
2019-09-25 01:45:00,140.33,140.468,956227
2019-09-25 02:00:00,140.465,140.185,1140025
2019-09-25 02:15:00,140.19,140.02,869237
2019-09-25 02:30:00,140.02,139.94,540772
2019-09-25 02:45:00,139.92999,139.96049,874029
2019-09-25 03:00:00,139.96001,139.84,538074
2019-09-25 03:15:00,139.84,139.5302,480779
2019-09-25 03:30:00,139.54691,138.51981,986304
2019-09-25 03:45:00,138.52,138.71719,553555
2019-09-25 04:00:00,138.7,138.81,830679
2019-09-25 04:15:00,138.815,137.74001,1224180
2019-09-25 04:30:00,137.73,137.5298,1318522
2019-09-25 04:45:00,137.54021,137.205,999525
2019-09-25 05:00:00,137.22,137.24001,1339043
2019-09-25 05:15:00,137.23019,137.14,671293
2019-09-25 05:30:00,137.16,137.39,502110
2019-09-25 05:45:00,137.395,137.19,462255
2019-09-25 06:00:00,137.1846,137.8,1196626
2019-09-25 06:15:00,137.7805,138.03999,815673
2019-09-25 06:30:00,138.03,137.47,866650
2019-09-25 06:45:00,137.49001,137.36501,644172
2019-09-25 07:00:00,137.34,137.47,499856
2019-09-25 07:15:00,137.48,137.10001,557923
2019-09-25 07:30:00,137.09,137.11,743071
2019-09-25 07:45:00,137.12,137.50999,2409742
2019-09-26 01:30:00,137.5,136.73511000000002,1655536
2019-09-26 01:45:00,136.74001,136.67999,1025752
2019-09-26 02:00:00,136.72,136.64,1288995
2019-09-26 02:15:00,136.625,137.34,871656
2019-09-26 02:30:00,137.34,137.3,729042
2019-09-26 02:45:00,137.28,137.36501,695827
2019-09-26 03:00:00,137.39,137.86,642686
2019-09-26 03:15:00,137.88,137.7,677511
2019-09-26 03:30:00,137.69,137.78999,444640
2019-09-26 03:45:00,137.78,137.765,316624
2019-09-26 04:00:00,137.765,137.98,622823
2019-09-26 04:15:00,137.96001,137.95,533194
2019-09-26 04:30:00,137.95,137.9873,408130
2019-09-26 04:45:00,137.985,138.0,428620
2019-09-26 05:00:00,138.0,138.21001,325240
2019-09-26 05:15:00,138.23,138.07001,572300
2019-09-26 05:30:00,138.08,138.19,258291
2019-09-26 05:45:00,138.2,138.21001,420701
2019-09-26 06:00:00,138.215,138.5862,527687
2019-09-26 06:15:00,138.59,138.55,392612
2019-09-26 06:30:00,138.53999,138.91,489814
2019-09-26 06:45:00,138.91,139.05,672879
2019-09-26 07:00:00,139.06,139.405,738694
2019-09-26 07:15:00,139.41,139.535,606541
2019-09-26 07:30:00,139.5316,139.645,643964
2019-09-26 07:45:00,139.645,139.36,1959797
2019-09-27 01:30:00,139.49001,139.33,1334986
2019-09-27 01:45:00,139.33,139.27,811944
2019-09-27 02:00:00,139.27,139.39,612516
2019-09-27 02:15:00,139.39,139.61,587519
2019-09-27 02:30:00,139.60001,139.625,455030
2019-09-27 02:45:00,139.62,139.36,879099
2019-09-27 03:00:00,139.35001,138.97501,656343
2019-09-27 03:15:00,138.97,138.83,799089
2019-09-27 03:30:00,138.84,138.64529,413259
2019-09-27 03:45:00,138.655,138.743,425045
2019-09-27 04:00:00,138.74001,139.09,342868
2019-09-27 04:15:00,139.10001,139.31,359448
2019-09-27 04:30:00,139.3,139.14,224323
2019-09-27 04:45:00,139.14,139.10001,300507
2019-09-27 05:00:00,139.10001,139.08,234229
2019-09-27 05:15:00,139.0766,138.925,339994
2019-09-27 05:30:00,138.92,139.06,355298
2019-09-27 05:45:00,139.07001,139.27,362668
2019-09-27 06:00:00,139.28,139.66991000000002,504918
2019-10-01 09:30:00,139.64,140.13,1906646
2019-10-01 09:45:00,140.13,139.83,1024393
2019-10-01 10:00:00,139.83,138.87,1290778
2019-10-01 10:15:00,138.86501,138.92999,975413
2019-10-01 10:30:00,138.92999,138.875,804475
2019-10-01 10:45:00,138.87,138.73,590992
2019-10-01 11:00:00,138.72,138.64,688229
2019-10-01 11:15:00,138.64,138.72,411057
2019-10-01 11:30:00,138.74001,138.53,507965
2019-10-01 11:45:00,138.53,138.33,374249
2019-10-01 12:00:00,138.315,137.60001,845439
2019-10-01 12:15:00,137.60001,137.96001,542610
2019-10-01 12:30:00,137.96001,138.0864,291450
2019-10-01 12:45:00,138.097,137.85001,325527
2019-10-01 13:00:00,137.84,137.64841,406933
2019-10-01 13:15:00,137.64,137.545,417431
2019-10-01 13:30:00,137.56,137.4762,462737
2019-10-01 13:45:00,137.47,137.3667,396752
2019-10-01 14:00:00,137.37,137.425,483210
2019-10-01 14:15:00,137.42999,137.39,327648
2019-10-01 14:30:00,137.39,137.66701,396068
2019-10-01 14:45:00,137.664,137.6709,398814
2019-10-01 15:00:00,137.67,137.57001,451810
2019-10-01 15:15:00,137.575,137.60001,479749
2019-10-01 15:30:00,137.59,137.29491000000002,714704
2019-10-01 15:45:00,137.3,137.06,1940014
2019-10-02 09:30:00,136.08,135.42,2342426
2019-10-02 09:45:00,135.42,135.14,1648365
2019-10-02 10:00:00,135.11,134.95,1541034
2019-10-02 10:15:00,134.94,134.37,1561151
2019-10-02 10:30:00,134.37331,134.02,1737181
2019-10-02 10:45:00,134.0,134.07001,1277342
2019-10-02 11:00:00,134.06,133.9664,1006032
2019-10-02 11:15:00,133.97,134.18491,1088421
2019-10-02 11:30:00,134.21001,134.3136,955353
2019-10-02 11:45:00,134.32001,134.3,907872
2019-10-02 12:00:00,134.28,134.10001,627621
2019-10-02 12:15:00,134.11,134.06,572721
2019-10-02 12:30:00,134.07001,133.86,539592
2019-10-02 12:45:00,133.8521,133.7796,755739
2019-10-02 13:00:00,133.78,134.14999,617618
2019-10-02 13:15:00,134.14999,134.19,440749
2019-10-02 13:30:00,134.17999,133.99001,513693
2019-10-02 13:45:00,133.99001,133.97,483037
2019-10-02 14:00:00,133.96001,134.06171,567272
2019-10-02 14:15:00,134.07001,134.39,703182
2019-10-02 14:30:00,134.39301,134.53999,564387
2019-10-02 14:45:00,134.53999,134.75999,785650
2019-10-02 15:00:00,134.77499,135.03,868711
2019-10-02 15:15:00,135.03,134.99001,937790
2019-10-02 15:30:00,134.97,135.05,722623
2019-10-02 15:45:00,135.05,134.64999,2366538
2019-10-03 09:30:00,134.41,134.78,1477773
2019-10-03 09:45:00,135.0,135.05,726495
2019-10-03 10:00:00,134.92999,133.59,2017519
2019-10-03 10:15:00,133.58501,134.67,1567535
2019-10-03 10:30:00,134.67999,134.94,1039463
2019-10-03 10:45:00,134.92,135.05,913226
2019-10-03 11:00:00,135.06,136.11,1805990
2019-10-03 11:15:00,136.14,136.08,1056245
2019-10-03 11:30:00,136.08,136.03999,661398
2019-10-03 11:45:00,136.03999,135.75999,388546
2019-10-03 12:00:00,135.75999,136.21001,512578
2019-10-03 12:15:00,136.21001,136.14999,613876
2019-10-03 12:30:00,136.14999,136.22,477993
2019-10-03 12:45:00,136.24001,136.21001,802336
2019-10-03 13:00:00,136.215,136.28999,478373
2019-10-03 13:15:00,136.28999,136.245,438152
2019-10-03 13:30:00,136.25999,136.57449,540425
2019-10-03 13:45:00,136.58,136.53,541991
2019-10-03 14:00:00,136.55,136.315,500441
2019-10-03 14:15:00,136.325,136.5368,328329
2019-10-03 14:30:00,136.53999,136.47,472748
2019-10-03 14:45:00,136.46001,136.30791000000002,314610
2019-10-03 15:00:00,136.30499,136.11,382967
2019-10-03 15:15:00,136.10001,136.06,501481
2019-10-03 15:30:00,136.07001,136.16,618422
2019-10-03 15:45:00,136.155,136.3,2222840
2019-10-03 17:30:00,134.41,134.78,1477773
2019-10-03 17:45:00,135.0,135.05,726495
2019-10-03 18:00:00,134.92999,133.59,2017519
2019-10-03 18:15:00,133.58501,134.67,1567535
2019-10-03 18:30:00,134.67999,134.94,1039463
2019-10-03 18:45:00,134.92,135.05,913226
2019-10-03 19:00:00,135.06,136.11,1805990
2019-10-03 19:15:00,136.14,136.08,1056245
